Submission.Date,UF,Cidade,Dano,Violência,Tipificação,Vítima,Gênero da vítima 1,Gênero da vítima 2,Gênero da vítima 3,Escolaridade da vítima 3,Escolaridade da vítima 2,Escolaridade da vítima 1,Escolaridade do agressor 3,Escolaridade do agressor 2,Escolaridade do agressor 1,Data da denúncia,Orientação sexual da vítima 1,Orientação sexual da vítima 2,Orientação sexual da vítima 3,Idade da vítima 1,Idade da vítima 2,Idade da vítima 3,Raça/cor da vítima 1,Raça/cor da vítima 2,Raça/cor da vítima 3,Religião da vítima 1,Religião da vítima 2,Religião da vítima 3,Agressor 1,Gênero do agressor 1,Gênero do agressor 2,Gênero do agressor 3,Orientação sexual do agressor 1,Orientação sexual do agressor 2,Orientação sexual do agressor 3,Idade do agressor 1,Idade do agressor 2,Idade do agressor 3,Raça/cor do agressor 1,Raça/cor do agressor 2,Raça/cor do agressor 3,Religião do agressor 1,Religião do agressor 2,Religião do agressor 3,Encaminhamentos,Resumo,Observações
17-03-2022,MATO GROSSO,CUIABA,,,SERÃO PUNIDOS NA FORMA DESTA LEI OS CRIMES RESULTANTES DE DISCRIMINAÇÃO OU PRECONCEITO DE RAÇA COR ETNIA RELIGIÃO OU PROCEDÊNCIA NACIONAL,Individual ou até 3 pessoas,MASCULINO,,,,,,,,,00-03-2020,NI,,,26,,,PARDA,,,,,,Individual ou até 3 pessoas,MASCULINO,,,NI,,,42,,,NI,,,,,,,,RESIDÊNCIA PARTICULAR
17-03-2022,MATO GROSSO,ALTO GARCAS,,,SERÃO PUNIDOS NA FORMA DESTA LEI OS CRIMES RESULTANTES DE DISCRIMINAÇÃO OU PRECONCEITO DE RAÇA COR ETNIA RELIGIÃO OU PROCEDÊNCIA NACIONAL,Individual ou até 3 pessoas,FEMININO,,,,,,,,,00-07-2020,NI,,,18,,,NI,,,,,,Individual ou até 3 pessoas,FEMININO,,,NI,,,41,,,PRETA,,,,,,,,RESIDÊNCIA PARTICULAR
17-03-2022,MATO GROSSO,CUIABA,,,SERÃO PUNIDOS NA FORMA DESTA LEI OS CRIMES RESULTANTES DE DISCRIMINAÇÃO OU PRECONCEITO DE RAÇA COR ETNIA RELIGIÃO OU PROCEDÊNCIA NACIONAL,Individual ou até 3 pessoas,FEMININO,,,,,,,,,00-07-2020,NI,,,27,,,NI,,,,,,Individual ou até 3 pessoas,MASCULINO,,,NI,,,38,,,NI,,,,,,,,INTERNET
17-03-2022,MATO GROSSO,CUIABA,,,SERÃO PUNIDOS NA FORMA DESTA LEI OS CRIMES RESULTANTES DE DISCRIMINAÇÃO OU PRECONCEITO DE RAÇA COR ETNIA RELIGIÃO OU PROCEDÊNCIA NACIONAL,Individual ou até 3 pessoas,MASCULINO,,,,,,,,,00-07-2020,NI,,,68,,,NI,,,,,,Individual ou até 3 pessoas,MASCULINO,,,NI,,,26,,,NI,,,,,,,,RESIDÊNCIA PARTICULAR
17-03-2022,MATO GROSSO,VARZEA GRANDE,,,SERÃO PUNIDOS NA FORMA DESTA LEI OS CRIMES RESULTANTES DE DISCRIMINAÇÃO OU PRECONCEITO DE RAÇA COR ETNIA RELIGIÃO OU PROCEDÊNCIA NACIONAL,Individual ou até 3 pessoas,MASCULINO,,,,,,,,,00-09-2020,NI,,,49,,,NI,,,,,,Individual ou até 3 pessoas,NAO IDENTIFICADO,,,NI,,,NA,,,NI,,,,,,,,CASA COMERCIAL
17-03-2022,MATO GROSSO,VARZEA GRANDE,,,SERÃO PUNIDOS NA FORMA DESTA LEI OS CRIMES RESULTANTES DE DISCRIMINAÇÃO OU PRECONCEITO DE RAÇA COR ETNIA RELIGIÃO OU PROCEDÊNCIA NACIONAL,Individual ou até 3 pessoas,MASCULINO,,,,,,,,,00-10-2020,NI,,,61,,,NI,,,,,,Individual ou até 3 pessoas,MASCULINO,,,NI,,,NA,,,NI,,,,,,,,EDIFICIO PUBLICO E DEPENDENCIAS
17-03-2022,MATO GROSSO,VARZEA GRANDE,,,SERÃO PUNIDOS NA FORMA DESTA LEI OS CRIMES RESULTANTES DE DISCRIMINAÇÃO OU PRECONCEITO DE RAÇA COR ETNIA RELIGIÃO OU PROCEDÊNCIA NACIONAL,Individual ou até 3 pessoas,MASCULINO,,,,,,,,,00-11-2020,NI,,,26,,,NI,,,,,,Individual ou até 3 pessoas,FEMININO,,,NI,,,62,,,PARDA,,,,,,,,OUTRO
17-03-2022,MATO GROSSO,CUIABA,,,SERÃO PUNIDOS NA FORMA DESTA LEI OS CRIMES RESULTANTES DE DISCRIMINAÇÃO OU PRECONCEITO DE RAÇA COR ETNIA RELIGIÃO OU PROCEDÊNCIA NACIONAL,Individual ou até 3 pessoas,MASCULINO,,,,,,,,,00-12-2020,NI,,,38,,,PRETA,,,,,,Individual ou até 3 pessoas,NAO IDENTIFICADO,,,NI,,,NA,,,NI,,,,,,,,SUPERMERCADOS E MERCADOS
17-03-2022,MATO GROSSO,CUIABA,,,SERÃO PUNIDOS NA FORMA DESTA LEI OS CRIMES RESULTANTES DE DISCRIMINAÇÃO OU PRECONCEITO DE RAÇA COR ETNIA RELIGIÃO OU PROCEDÊNCIA NACIONAL,Individual ou até 3 pessoas,MASCULINO,,,,,,,,,00-02-2021,NI,,,44,,,PARDA,,,,,,Individual ou até 3 pessoas,FEMININO,,,NI,,,54,,,PARDA,,,,,,,,OUTRO
17-03-2022,MATO GROSSO,CUIABA,,,SERÃO PUNIDOS NA FORMA DESTA LEI OS CRIMES RESULTANTES DE DISCRIMINAÇÃO OU PRECONCEITO DE RAÇA COR ETNIA RELIGIÃO OU PROCEDÊNCIA NACIONAL,Individual ou até 3 pessoas,FEMININO,,,,,,,,,00-03-2021,NI,,,78,,,NI,,,,,,Individual ou até 3 pessoas,MASCULINO,,,NI,,,59,,,NI,,,,,,,,OUTRO
17-03-2022,MATO GROSSO,RONDONOPOLIS,,,SERÃO PUNIDOS NA FORMA DESTA LEI OS CRIMES RESULTANTES DE DISCRIMINAÇÃO OU PRECONCEITO DE RAÇA COR ETNIA RELIGIÃO OU PROCEDÊNCIA NACIONAL,Individual ou até 3 pessoas,FEMININO,,,,,,,,,00-03-2021,NI,,,37,,,BRANCO,,,,,,Individual ou até 3 pessoas,FEMININO,,,NI,,,39,,,PRETA,,,,,,,,OUTRO
17-03-2022,MATO GROSSO,CUIABA,,,SERÃO PUNIDOS NA FORMA DESTA LEI OS CRIMES RESULTANTES DE DISCRIMINAÇÃO OU PRECONCEITO DE RAÇA COR ETNIA RELIGIÃO OU PROCEDÊNCIA NACIONAL,Individual ou até 3 pessoas,MASCULINO,,,,,,,,,00-04-2021,NI,,,55,,,NI,,,,,,Individual ou até 3 pessoas,MASCULINO,,,NI,,,NA,,,NI,,,,,,,,RESIDÊNCIA PARTICULAR
17-03-2022,MATO GROSSO,CUIABA,,,SERÃO PUNIDOS NA FORMA DESTA LEI OS CRIMES RESULTANTES DE DISCRIMINAÇÃO OU PRECONCEITO DE RAÇA COR ETNIA RELIGIÃO OU PROCEDÊNCIA NACIONAL,Individual ou até 3 pessoas,FEMININO,,,,,,,,,00-04-2021,NI,,,67,,,PARDA,,,,,,Individual ou até 3 pessoas,MASCULINO,,,NI,,,NA,,,NI,,,,,,,,RESIDÊNCIA PARTICULAR
17-03-2022,MATO GROSSO,CUIABA,,,SERÃO PUNIDOS NA FORMA DESTA LEI OS CRIMES RESULTANTES DE DISCRIMINAÇÃO OU PRECONCEITO DE RAÇA COR ETNIA RELIGIÃO OU PROCEDÊNCIA NACIONAL,Individual ou até 3 pessoas,MASCULINO,,,,,,,,,00-04-2021,NI,,,55,,,NI,,,,,,Individual ou até 3 pessoas,MASCULINO,,,NI,,,57,,,NI,,,,,,,,RESIDÊNCIA PARTICULAR
17-03-2022,MATO GROSSO,CUIABA,,,SERÃO PUNIDOS NA FORMA DESTA LEI OS CRIMES RESULTANTES DE DISCRIMINAÇÃO OU PRECONCEITO DE RAÇA COR ETNIA RELIGIÃO OU PROCEDÊNCIA NACIONAL,Individual ou até 3 pessoas,FEMININO,,,,,,,,,00-04-2021,NI,,,67,,,PARDA,,,,,,Individual ou até 3 pessoas,MASCULINO,,,NI,,,57,,,NI,,,,,,,,RESIDÊNCIA PARTICULAR
17-03-2022,MATO GROSSO,LUCAS DO RIO VERDE,,,SERÃO PUNIDOS NA FORMA DESTA LEI OS CRIMES RESULTANTES DE DISCRIMINAÇÃO OU PRECONCEITO DE RAÇA COR ETNIA RELIGIÃO OU PROCEDÊNCIA NACIONAL,Individual ou até 3 pessoas,FEMININO,,,,,,,,,00-06-2021,HETEROSSEXUAL,,,29,,,PRETA,,,,,,Individual ou até 3 pessoas,NAO IDENTIFICADO,,,NI,,,NA,,,NI,,,,,,,,RESIDÊNCIA PARTICULAR
17-03-2022,MATO GROSSO,CUIABA,,,SERÃO PUNIDOS NA FORMA DESTA LEI OS CRIMES RESULTANTES DE DISCRIMINAÇÃO OU PRECONCEITO DE RAÇA COR ETNIA RELIGIÃO OU PROCEDÊNCIA NACIONAL,Individual ou até 3 pessoas,MASCULINO,,,,,,,,,00-07-2021,NI,,,70,,,PARDA,,,,,,Individual ou até 3 pessoas,FEMININO,,,NI,,,NA,,,PARDA,,,,,,,,RESIDÊNCIA PARTICULAR
17-03-2022,MATO GROSSO,CUIABA,,,SERÃO PUNIDOS NA FORMA DESTA LEI OS CRIMES RESULTANTES DE DISCRIMINAÇÃO OU PRECONCEITO DE RAÇA COR ETNIA RELIGIÃO OU PROCEDÊNCIA NACIONAL,Individual ou até 3 pessoas,MASCULINO,,,,,,,,,00-07-2021,NI,,,70,,,PARDA,,,,,,Individual ou até 3 pessoas,NAO IDENTIFICADO,,,NI,,,NA,,,PARDA,,,,,,,,RESIDÊNCIA PARTICULAR
17-03-2022,MATO GROSSO,CUIABA,,,SERÃO PUNIDOS NA FORMA DESTA LEI OS CRIMES RESULTANTES DE DISCRIMINAÇÃO OU PRECONCEITO DE RAÇA COR ETNIA RELIGIÃO OU PROCEDÊNCIA NACIONAL,Individual ou até 3 pessoas,MASCULINO,,,,,,,,,00-09-2021,NI,,,50,,,NI,,,,,,Individual ou até 3 pessoas,MASCULINO,,,NI,,,NA,,,PARDA,,,,,,,,VIA PÚBLICA
17-03-2022,MATO GROSSO,PONTES E LACERDA,,,SERÃO PUNIDOS NA FORMA DESTA LEI OS CRIMES RESULTANTES DE DISCRIMINAÇÃO OU PRECONCEITO DE RAÇA COR ETNIA RELIGIÃO OU PROCEDÊNCIA NACIONAL,Individual ou até 3 pessoas,FEMININO,,,,,,,,,00-10-2021,NI,,,44,,,PRETA,,,,,,Individual ou até 3 pessoas,FEMININO,,,NI,,,25,,,PARDA,,,,,,,,RESIDÊNCIA PARTICULAR
17-03-2022,MATO GROSSO,PONTES E LACERDA,,,SERÃO PUNIDOS NA FORMA DESTA LEI OS CRIMES RESULTANTES DE DISCRIMINAÇÃO OU PRECONCEITO DE RAÇA COR ETNIA RELIGIÃO OU PROCEDÊNCIA NACIONAL,Individual ou até 3 pessoas,MASCULINO,,,,,,,,,00-10-2021,NI,,,11,,,PRETA,,,,,,Individual ou até 3 pessoas,FEMININO,,,NI,,,25,,,PARDA,,,,,,,,RESIDÊNCIA PARTICULAR
17-03-2022,MATO GROSSO,PONTES E LACERDA,,,SERÃO PUNIDOS NA FORMA DESTA LEI OS CRIMES RESULTANTES DE DISCRIMINAÇÃO OU PRECONCEITO DE RAÇA COR ETNIA RELIGIÃO OU PROCEDÊNCIA NACIONAL,Individual ou até 3 pessoas,FEMININO,,,,,,,,,00-10-2021,NI,,,44,,,PRETA,,,,,,Individual ou até 3 pessoas,MASCULINO,,,NI,,,34,,,PARDA,,,,,,,,RESIDÊNCIA PARTICULAR
17-03-2022,MATO GROSSO,PONTES E LACERDA,,,SERÃO PUNIDOS NA FORMA DESTA LEI OS CRIMES RESULTANTES DE DISCRIMINAÇÃO OU PRECONCEITO DE RAÇA COR ETNIA RELIGIÃO OU PROCEDÊNCIA NACIONAL,Individual ou até 3 pessoas,MASCULINO,,,,,,,,,00-10-2021,NI,,,11,,,PRETA,,,,,,Individual ou até 3 pessoas,MASCULINO,,,NI,,,34,,,PARDA,,,,,,,,RESIDÊNCIA PARTICULAR
17-03-2022,MATO GROSSO,CUIABA,,,SERÃO PUNIDOS NA FORMA DESTA LEI OS CRIMES RESULTANTES DE DISCRIMINAÇÃO OU PRECONCEITO DE RAÇA COR ETNIA RELIGIÃO OU PROCEDÊNCIA NACIONAL,Individual ou até 3 pessoas,MASCULINO,,,,,,,,,00-11-2021,NI,,,26,,,NI,,,,,,Individual ou até 3 pessoas,FEMININO,,,NI,,,23,,,NI,,,,,,,,OUTRO
17-03-2022,MATO GROSSO,CUIABA,,,SERÃO PUNIDOS NA FORMA DESTA LEI OS CRIMES RESULTANTES DE DISCRIMINAÇÃO OU PRECONCEITO DE RAÇA COR ETNIA RELIGIÃO OU PROCEDÊNCIA NACIONAL,Individual ou até 3 pessoas,MASCULINO,,,,,,,,,00-11-2021,NI,,,29,,,NI,,,,,,Individual ou até 3 pessoas,FEMININO,,,NI,,,23,,,NI,,,,,,,,OUTRO
17-03-2022,MATO GROSSO,CUIABA,,,SERÃO PUNIDOS NA FORMA DESTA LEI OS CRIMES RESULTANTES DE DISCRIMINAÇÃO OU PRECONCEITO DE RAÇA COR ETNIA RELIGIÃO OU PROCEDÊNCIA NACIONAL,Individual ou até 3 pessoas,MASCULINO,,,,,,,,,00-11-2021,NI,,,26,,,NI,,,,,,Individual ou até 3 pessoas,MASCULINO,,,NI,,,47,,,BRANCO,,,,,,,,OUTRO
17-03-2022,MATO GROSSO,CUIABA,,,SERÃO PUNIDOS NA FORMA DESTA LEI OS CRIMES RESULTANTES DE DISCRIMINAÇÃO OU PRECONCEITO DE RAÇA COR ETNIA RELIGIÃO OU PROCEDÊNCIA NACIONAL,Individual ou até 3 pessoas,MASCULINO,,,,,,,,,00-11-2021,NI,,,29,,,NI,,,,,,Individual ou até 3 pessoas,MASCULINO,,,NI,,,47,,,BRANCO,,,,,,,,OUTRO
17-03-2022,MATO GROSSO,CUIABA,,,SERÃO PUNIDOS NA FORMA DESTA LEI OS CRIMES RESULTANTES DE DISCRIMINAÇÃO OU PRECONCEITO DE RAÇA COR ETNIA RELIGIÃO OU PROCEDÊNCIA NACIONAL,Individual ou até 3 pessoas,FEMININO,,,,,,,,,00-12-2021,NI,,,12,,,NI,,,,,,Individual ou até 3 pessoas,FEMININO,,,NI,,,55,,,PARDA,,,,,,,,RESIDÊNCIA PARTICULAR
17-03-2022,MATO GROSSO,CUIABA,,,SERÃO PUNIDOS NA FORMA DESTA LEI OS CRIMES RESULTANTES DE DISCRIMINAÇÃO OU PRECONCEITO DE RAÇA COR ETNIA RELIGIÃO OU PROCEDÊNCIA NACIONAL,Individual ou até 3 pessoas,FEMININO,,,,,,,,,00-12-2021,NI,,,12,,,NI,,,,,,Individual ou até 3 pessoas,MASCULINO,,,NI,,,60,,,NI,,,,,,,,RESIDÊNCIA PARTICULAR
17-03-2022,MATO GROSSO,VARZEA GRANDE,,,SERÃO PUNIDOS NA FORMA DESTA LEI OS CRIMES RESULTANTES DE DISCRIMINAÇÃO OU PRECONCEITO DE RAÇA COR ETNIA RELIGIÃO OU PROCEDÊNCIA NACIONAL,Individual ou até 3 pessoas,FEMININO,,,,,,,,,00-12-2021,NI,,,58,,,NI,,,,,,Individual ou até 3 pessoas,MASCULINO,,,NI,,,NA,,,NI,,,,,,,,SUPERMERCADOS E MERCADOS
17-03-2022,MATO GROSSO,PEDRA PRETA,,,TORTURA EM RAZÃO DE DISCRIMINAÇÃO RACIAL OU RELIGIOSA,Individual ou até 3 pessoas,FEMININO,,,,,,,,,00-05-2019,NI,,,33,,,NI,,,,,,Individual ou até 3 pessoas,FEMININO,,,NI,,,NA,,,NI,,,,,,,,RESIDÊNCIA PARTICULAR
17-03-2022,MATO GROSSO,CUIABA,,,TORTURA EM RAZÃO DE DISCRIMINAÇÃO RACIAL OU RELIGIOSA,Individual ou até 3 pessoas,FEMININO,,,,,,,,,00-08-2019,NI,,,37,,,NI,,,,,,Individual ou até 3 pessoas,MASCULINO,,,NI,,,43,,,NI,,,,,,,,RESIDÊNCIA PARTICULAR
17-03-2022,MATO GROSSO,CUIABA,,,TORTURA EM RAZÃO DE DISCRIMINAÇÃO RACIAL OU RELIGIOSA,Individual ou até 3 pessoas,MASCULINO,,,,,,,,,00-02-2020,PARDA,,,26,,,NI,,,,,,Individual ou até 3 pessoas,NAO IDENTIFICADO,,,NI,,,NA,,,NI,,,,,,,,HOTEL
17-03-2022,MATO GROSSO,CUIABA,,,TORTURA EM RAZÃO DE DISCRIMINAÇÃO RACIAL OU RELIGIOSA,Individual ou até 3 pessoas,MASCULINO,,,,,,,,,00-02-2020,PARDA,,,31,,,NI,,,,,,Individual ou até 3 pessoas,NAO IDENTIFICADO,,,NI,,,NA,,,NI,,,,,,,,HOTEL
17-03-2022,MATO GROSSO,VARZEA GRANDE,,,TORTURA EM RAZÃO DE DISCRIMINAÇÃO RACIAL OU RELIGIOSA,Individual ou até 3 pessoas,MASCULINO,,,,,,,,,00-09-2020,NI,,,38,,,NI,,,,,,Individual ou até 3 pessoas,MASCULINO,,,NI,,,78,,,NI,,,,,,,,CADEIA PUBLICA
17-03-2022,MATO GROSSO,VARZEA GRANDE,,,TORTURA EM RAZÃO DE DISCRIMINAÇÃO RACIAL OU RELIGIOSA,Individual ou até 3 pessoas,MASCULINO,,,,,,,,,00-09-2020,NI,,,38,,,NI,,,,,,Individual ou até 3 pessoas,MASCULINO,,,NI,,,NA,,,NI,,,,,,,,CADEIA PUBLICA
17-03-2022,MATO GROSSO,VARZEA GRANDE,,,TORTURA EM RAZÃO DE DISCRIMINAÇÃO RACIAL OU RELIGIOSA,Individual ou até 3 pessoas,MASCULINO,,,,,,,,,00-09-2020,NI,,,38,,,NI,,,,,,Individual ou até 3 pessoas,MASCULINO,,,NI,,,25,,,NI,,,,,,,,CADEIA PUBLICA
17-03-2022,MATO GROSSO,VARZEA GRANDE,,,TORTURA EM RAZÃO DE DISCRIMINAÇÃO RACIAL OU RELIGIOSA,Individual ou até 3 pessoas,MASCULINO,,,,,,,,,00-09-2020,NI,,,38,,,NI,,,,,,Individual ou até 3 pessoas,MASCULINO,,,NI,,,30,,,NI,,,,,,,,CADEIA PUBLICA
17-03-2022,MATO GROSSO,VARZEA GRANDE,,,TORTURA EM RAZÃO DE DISCRIMINAÇÃO RACIAL OU RELIGIOSA,Individual ou até 3 pessoas,MASCULINO,,,,,,,,,00-09-2020,NI,,,38,,,NI,,,,,,Individual ou até 3 pessoas,MASCULINO,,,NI,,,47,,,NI,,,,,,,,CADEIA PUBLICA
17-03-2022,MATO GROSSO,CANARANA,,,TORTURA EM RAZÃO DE DISCRIMINAÇÃO RACIAL OU RELIGIOSA,Individual ou até 3 pessoas,FEMININO,,,,,,,,,00-12-2020,PRETA,,,69,,,NI,,,,,,Individual ou até 3 pessoas,NAO IDENTIFICADO,,,NI,,,NA,,,NI,,,,,,,,RESIDÊNCIA PARTICULAR
17-03-2022,MATO GROSSO,CUIABA,,,TORTURA EM RAZÃO DE DISCRIMINAÇÃO RACIAL OU RELIGIOSA,Individual ou até 3 pessoas,MASCULINO,,,,,,,,,00-01-2021,PARDA,,,38,,,NI,,,,,,Individual ou até 3 pessoas,MASCULINO,,,NI,,,29,,,NI,,,,,,,,OUTRO
